Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
15.02.2021;16.02.2021;2. C-RLT HES U11-U19;Rangliste;2;DE;Vellmar;;;HES;C1-Level;14.01.2021;https://www.turnier.de/sport/tournament?id=D9C6044C-1D51-44EC-B58B-D9BEBB4804D8;;ja;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
15.02.2021;15.02.2021;1. D-RLT BAY  U13-U19;Rangliste;1;DE;Prien;;;BAY;D1-Level;04.02.2021;https://www.turnier.de/sport/tournament?id=36147AA9-CC30-46A4-85E5-D57196E86942;;ja;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
15.02.2021;16.02.2021;1. D-RLT SLH Schleswig-Holstein (Mitte) U11-U19 (SHBV-D-Rangliste 2021);Rangliste;1;DE;24113 Molfsee;Schleswig-Holstein (Mitte);SHBV-D-Rangliste 2021;SLH;D2-Level;25.01.2021;https://www.turnier.de/sport/tournament?id=4E17FE27-56A8-4648-BC1A-D86A3DDFBA7A;https://www.shbv.de/upload/termine/2209.pdf;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
15.02.2021;15.02.2021;1. C-RLT RHP U11-U19;Rangliste;1;DE;Pirmasens, Kirchberghalle;;;RHP;C2-Level;11.02.2021;;https://badminton-rlp.de/wp-content/uploads/2021/01/Ausschreibung1.VBRU11_U13_U19_2021-1.pdf;nein;;Einzel/Doppel;Einzel/Doppel;;;Einzel/Doppel;;;
18.02.2021;23.02.2021;BEERLAO International Series 2021 (Cancelled);Rangliste;;LAO;Vientiane Capital;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.02.2021;23.02.2021;Barcelona Spain Masters 2021;Rangliste;;ESP;Barcelona;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.02.2021;21.02.2021;YONEX France U17 Open;Rangliste;;NN;Aire sur la Lys;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
19.02.2021;22.02.2021;Austrian Open 2021;Rangliste;;AUT;Vienna;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
20.02.2021;23.02.2021;Uganda International 2021;Rangliste;;UGA;Kampala;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
21.02.2021;23.02.2021;DECATHLON PERFLY Italian Junior 2021 (Suspended);Rangliste;;ITA;Milano;;;BWF;Junior International Challenge;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
22.02.2021;23.02.2021;2. C-RLT HES U13/U15;Rangliste;2;DE;Vellmar;;;HES;C1-Level;21.01.2021;https://www.turnier.de/sport/tournament?id=39253FAD-95BC-42E2-9797-FAB7D47CDB04;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
22.02.2021;22.02.2021; Kreismeisterschaften SAH Halle U11-U19 (Regionalmeisterschaft);Meisterschaft;;DE;06114 Halle/Saale;Halle;Regionalmeisterschaft;SAH;E-Level;19.02.2021;;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
22.02.2021;22.02.2021;1. C-RLT NIS U11;Rangliste;1;DE;Schüttorf;;;NIS;C1-Level;13.02.2021;https://www.turnier.de/sport/tournament.aspx?id=D693625B-68BD-4554-9619-3FD72DE0B7F2;https://www.nbv-online.de/ausschreibung/200222-DBV-Jgd-CRTE-U11-Schuettorf2.pdf;nein;;Einzel;;;;;;;
22.02.2021;23.02.2021;1. C-RLT BBB U11;Rangliste;1;DE;;;;BBB;C2-Level;11.02.2021;https://www.turnier.de/sport/tournament?id=AC15F86A-3C78-44D8-91B4-23DDE1CB2DE3;;ja;;Einzel/Doppel;;;;;;;
22.02.2021;23.02.2021;1. D-RLT BBB  U11;Rangliste;1;DE;;;;BBB;D2-Level;11.02.2021;https://www.turnier.de/sport/tournament?id=F7255705-3C3F-4544-AB65-FBAA446E6B42;;ja;;Einzel;;;;;;;
22.02.2021;23.02.2021;1. A-RLT U15;Rangliste;1;DE;Völklingen;;;DBV;A-Level;28.01.2021;;https://cloud.badminton.de/index.php/s/jEWbhflqYthoQ6k;ja;;;;Einzel/Doppel;;;;;
22.02.2021;22.02.2021;1. C-RLT THÜ U13/U17;Rangliste;1;DE;Gera, Panndorf-Halle;;;THÜ;D1-Level;08.02.2021;https://www.turnier.de/sport/tournament?id=47945B57-D229-4C2D-A0D0-FC571C407F00;;ja;;;Einzel/Doppel;;Einzel/Doppel;;;;
23.02.2021;23.02.2021; D-RLT SAC Chemnitz U13/U19;Rangliste;;DE;Niederwürschnitz;Chemnitz;;SAC;D2-Level;09.02.2021;https://www.turnier.de/sport/tournament?id=36816C53-B8C1-4E30-9921-AB6D54237D34;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;Einzel;;;Einzel;;;
26.02.2021;29.02.2021;FZ FORZA Slovak Open 2021;Rangliste;;SVK;Trencin;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
26.02.2021;01.03.2021;YONEX Dutch Junior International 2021;Rangliste;;NED;Haarlem;;;BWF;Junior International Grand Prix;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
27.02.2021;01.03.2021;Kenya International 2021;Rangliste;;KEN;Thika;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
29.02.2021;01.03.2021;1. D-RLT HES Bezirk Frankfurt U11-U19;Rangliste;1;DE;Walldorf;Bezirk Frankfurt;;HES;D1-Level;28.01.2021;;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
29.02.2021;29.02.2021;1. D-RLT HES Bezirk Kassel U11-U19;Rangliste;1;DE;Wolfhagen;Bezirk Kassel;;HES;D1-Level;21.02.2021;https://www.turnier.de/sport/tournament?id=725C2783-7071-4411-B99E-A92CE2319713;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
29.02.2021;01.03.2021;1. E-RLT NIS NBV-Kreis Nienburg U9-U19;Rangliste;1;DE;Pennigsehl;NBV-Kreis Nienburg;;NIS;E-Level;22.02.2021;https://www.turnier.de/sport/tournament.aspx?id=966F5E2A-980B-4FEB-AFE6-34CD8D3C65ED;https://www.nbv-online.de/ausschreibung/200229-0301-DBV-ERTEG-U9-U19-Pennigsehl.pdf;nein;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
29.02.2021;01.03.2021;1. C-RLT BBB U15;Rangliste;1;DE;;;;BBB;C2-Level;18.02.2021;https://www.turnier.de/sport/tournament?id=C47839AB-4EAE-44D8-AA69-DE20138B6D9A;;ja;;;;Einzel/Doppel;;;;;
29.02.2021;01.03.2021;1. D-RLT BBB  U15;Rangliste;1;DE;;;;BBB;D2-Level;18.02.2021;https://www.turnier.de/sport/tournament?id=27EA0662-99F7-4495-AD9B-852A4868C4BC;;ja;;;;Einzel;;;;;
29.02.2021;01.03.2021;1. E-RLT BBB  U15;Rangliste;1;DE;;;;BBB;E-Level;18.02.2021;https://www.turnier.de/sport/tournament?id=B55259F6-3DE6-413E-B528-10668A9272B5;;ja;;;;Einzel;;;;;
29.02.2021;01.03.2021;3. A-RLT U11/U13;Rangliste;3;DE;Herrenberg;;;DBV;A-Level;04.02.2021;https://dbv.turnier.de/sport/tournament?id=19DBE06D-CFEE-4814-A2E2-340299C7F363;https://cloud.badminton.de/index.php/s/ouAcVmBHdDFIkFp;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
29.02.2021;29.02.2021;2. D-RLT RHP Bezirk Südwest U11-U19;Rangliste;2;DE;BV Kaiserslautern, Schulzentrum Nord;Bezirk Südwest;;RHP;D2-Level;26.02.2021;;https://badminton-rlp.de/wp-content/uploads/2021/01/Ausschreibung2.BZR_S%C3%BCdwest_U11-U19_2021.pdf;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
29.02.2021;01.03.2021;2. D-RLT RHP Bezirk Nordost U11-U19;Rangliste;2;DE;Worms, Sporthalle der IGS;Bezirk Nordost;;RHP;D2-Level;26.02.2021;https://www.turnier.de/sport/tournament?id=F3BE3C4B-2A8B-4468-936C-4099BA4C7D72;https://badminton-rlp.de/wp-content/uploads/2021/01/Ausschreibung-2-BZRL-2021-Mitte-Nord-Worms.pdf;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
29.02.2021;29.02.2021;1. C-RLT THÜ U11-U19;Rangliste;1;DE;Hermsdorf;;;THÜ;D1-Level;15.02.2021;https://www.turnier.de/sport/tournament?id=4F6383C0-0307-4431-907C-7BE180072B48;https://turniere.badminton.de/uploads/1530.pdf;ja;;Einzel;;Einzel;;Einzel;;;
01.03.2021;01.03.2021;1. C-RLT NRW U11/U13 (1. Verbands-ERLT Süd 2);Rangliste;1;DE;Heimerzheim;Süd 2;1. Verbands-ERLT Süd 2;NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=E495B695-6F00-4CB1-810C-43E5357CADCB;;ja;;Einzel;Einzel;;;;;;
01.03.2021;01.03.2021;1. C-RLT NRW U15-U19 (1. Verbands-ERLT Süd 2);Rangliste;1;DE;Blecher;Süd 2;1. Verbands-ERLT Süd 2;NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=D7CC9A65-7C81-44DF-BCD7-297022283FE2;;ja;;;;Einzel;Einzel;Einzel;;;
01.03.2021;01.03.2021;1. C-RLT NRW U11-U15 (1. Verbands-ERLT Süd 1);Rangliste;1;DE;St. Tönis;Süd 1;1. Verbands-ERLT Süd 1;NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=3550600E-004B-4C68-BC84-54AB93CD9002;;ja;;Einzel;Einzel;Einzel;;;;;
01.03.2021;01.03.2021;1. C-RLT NRW U17/U19 (1. Verbands- ERLT Süd 1);Rangliste;1;DE;Willich;Süd 1;1. Verbands- ERLT Süd 1;NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=7AB91F74-8530-4361-971E-99F2E5336324;;ja;;;;;Einzel;Einzel;;;
01.03.2021;01.03.2021;1. C-RLT NRW U11-U15 (1. C-ERLT Nord 2 (Verbands-ERLT));Rangliste;1;DE;Paderborn;Nord 2;1. C-ERLT Nord 2 (Verbands-ERLT);NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=511BD611-31E1-4FDA-906D-BA7831B962CE;https://www.badminton-nrw.de/index.php?id=1733;nein;;Einzel;Einzel;Einzel;;;;;
01.03.2021;01.03.2021;1. C-RLT NRW U17/U19 (1. C-ERLT Nord 2 (Verbands-ERLT));Rangliste;1;DE;Steinheim;Nord 2;1. C-ERLT Nord 2 (Verbands-ERLT);NRW;C1-Level;19.02.2021;https://www.turnier.de/sport/tournament?id=2CDA4813-11EB-4470-9528-48563C4383BA;https://www.badminton-nrw.de/index.php?id=1733;nein;;;;;Einzel;Einzel;;;
01.03.2021;01.03.2021;1. C-RLT NRW U11-U19 (1. Verbands-ERLT Nord 1);Rangliste;1;DE;Wesel;Nord 1;1. Verbands-ERLT Nord 1;NRW;C1-Level;19.02.2021;https://dbv.turnier.de/sport/tournament?id=47E54A67-A636-41BE-BF72-EFA77DC31F53;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2021/Turnierausschreibungen_2021_homepage.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
03.03.2021;08.03.2021;YONEX German Open 2021 (Cancelled);Rangliste;;GER;Mülheim an der Ruhr;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.03.2021;08.03.2021;VI Jamaica International 2021;Rangliste;;JAM;Kingston;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.03.2021;08.03.2021;YONEX German Junior 2021;Rangliste;;GER;Berlin;;;BWF;Junior International Grand Prix;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
07.03.2021;07.03.2021;2. D-RLT SAC RVL U13/U17;Rangliste;2;DE;Stadthalle Zwenkau, Heinrich-Mann-Weg 16, 04442 Zwenkau;RVL;;SAC;D2-Level;22.02.2021;https://www.turnier.de/sport/tournament?id=8BEA3566-71A3-46BD-A011-FF18131D99BE;;ja;;;Einzel;;Einzel;;;;
07.03.2021;08.03.2021;1. C-RLT RHL U13-U19 (BVR C-Rangliste Einzel/Doppel);Rangliste;1;DE;Bad Marienberg;;BVR C-Rangliste Einzel/Doppel;RHL;C2-Level;29.02.2021;https://www.turnier.de/sport/tournament?id=EBEB69DA-9F67-4B91-9B90-A00178746CF5;http://www.homepage.bv-rheinland.de/jugend-turniere/articles/jugend-turniere.html;nein;;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
07.03.2021;07.03.2021; E-RLT SAH Dessau U11-U19 (3. Regionalrangliste);Rangliste;;DE;06429 Nienburg;Dessau;3. Regionalrangliste;SAH;E-Level;04.03.2021;https://www.turnier.de/sport/tournament?id=3CABC9A4-EEB9-4786-B458-2425AB7E925A;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
07.03.2021;07.03.2021; E-RLT SAH Halle U11-U19 (3. Regionalrangliste);Rangliste;;DE;06122 Halle/Saale;Halle;3. Regionalrangliste;SAH;E-Level;04.03.2021;https://www.turnier.de/sport/tournament?id=22AFBB5C-2EA6-4B1E-A277-31132744E27D;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
07.03.2021;08.03.2021;2. C-RLT NIS U13-U19;Rangliste;2;DE;Hannover-Bemerode;;;NIS;C1-Level;27.02.2021;https://www.turnier.de/sport/tournament.aspx?id=C6FEDA0F-3C59-41D5-8E58-8304D36D8622;https://www.nbv-online.de/ausschreibung/200307-08-DBV-Jgd-CRTE-U13-U19-Hannover-Bemerode.pdf;nein;;;Einzel;Einzel;Einzel;Einzel;;;
07.03.2021;08.03.2021;1. C-RLT SLH U11-U19 (SHBV-C-Rangliste 2021);Rangliste;1;DE;24866 Schleswig;Schleswig-Holstein;SHBV-C-Rangliste 2021;SLH;C2-Level;15.02.2021;https://www.turnier.de/sport/tournament?id=E1769B2A-13CE-4EEC-9C47-E10AFCA81967;https://www.shbv.de/upload/termine/2210.pdf;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
07.03.2021;08.03.2021;2. E-RLT NIS NBV-Kreis Osnabrück U9-U19;Rangliste;2;DE;Glandorf;NBV-Kreis Osnabrück;;NIS;E-Level;29.02.2021;https://www.turnier.de/sport/tournament.aspx?id=4C2D733E-0CE7-4EF6-9A9E-3FD10FA0101B;https://www.nbv-online.de/ausschreibung/200307-08-DBV-ERTE-U9-U19-Glandorf.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
07.03.2021;07.03.2021;1. D-RLT SAC RV Dresden U13/U19;Rangliste;1;DE;Brandsteig, 09618 Brand-Erbisdorf;RV Dresden;;SAC;D2-Level;29.02.2021;;;ja;;;Einzel;;;Einzel;;;
07.03.2021;08.03.2021;2. E-RLT NIS NBV-Kreis Rotenburg U9-U22;Rangliste;2;DE;Tarmstedt;NBV-Kreis Rotenburg;;NIS;E-Level;27.02.2021;https://www.turnier.de/sport/tournament.aspx?id=D4EFCB00-BD96-40F7-A471-D82A25C4709D;https://www.nbv-online.de/ausschreibung/200307-08-DBV-Jgd-ERTE-U9-U19-Tarmstedt.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;
08.03.2021;08.03.2021;2. C-RLT SAC U15;Rangliste;2;DE;Lößnitzhalle Steinbachstraße 13 , 01445 Radebeul;;;SAC;C2-Level;15.02.2021;https://www.turnier.de/sport/tournament?id=1227D853-C2B3-49F5-AF99-60CC530412E4;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;ja;;;;Doppel/Mixed;;;;;
08.03.2021;08.03.2021; D-RLT SAC Chemnitz U15/O19;Rangliste;;DE;Niederwürschnitz;Chemnitz;;SAC;D2-Level;23.02.2021;https://www.turnier.de/sport/tournament?id=CAA444E1-F8E5-450C-8D11-4692413AEE21;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;;Einzel;;;;Einzel/Mixed;
11.03.2021;15.03.2021;YONEX All England Open 2021;Rangliste;;ENG;Birmingham;;;BWF;HSBC BWF World Tour Super 1000;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.03.2021;15.03.2021;KaBaL International Karviná 2021 (Cancelled);Rangliste;;CZE;Karviná - Fryštát;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.03.2021;15.03.2021;Perú Future Series 2021;Rangliste;;PER;Lima;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.03.2021;14.03.2021;AMOT Israel Junior 2021 (Cancelled);Rangliste;;ISR;RISHON LE ZION;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
12.03.2021;14.03.2021;AMOT Israel Youth International;Rangliste;;IL;Rishon Le Zion;;;BEC;BEC-U15;11.02.2021;;;ja;;;;Einzel/Doppel/Mixed;;;;;
13.03.2021;15.03.2021;Polish U17 International - CANCELLED;Rangliste;;NN;Bieruń;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
14.03.2021;15.03.2021;1. B-RLT Mitte U13/U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;1;DE;Vellmar, HES;;+++ wegen Corona-Krise ABGESAGT +++;GRM;B-Level;25.02.2021;;;ja;;;Einzel/Doppel/Mixed;;;Einzel/Doppel/Mixed;;;
14.03.2021;15.03.2021; Bezirksmeisterschaften BAW NW (Nordwürttemberg) U11-U19 (Bezirksmeisterschaften);Meisterschaft;;DE;Ingersheim +++ wegen Corona-Krise ABGESAGT +++;NW (Nordwürttemberg);Bezirksmeisterschaften;BAW;D1-Level;06.03.2021;;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.03.2021;14.03.2021;29. Bezirksmeisterschaften BAW SW (Südwürttemberg) U11-U19 (Bezirksmeisterschaften);Meisterschaft;29;DE;Mössingen +++ wegen Corona-Krise ABGESAGT +++;SW (Südwürttemberg);Bezirksmeisterschaften;BAW;D1-Level;07.03.2021;;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.03.2021;14.03.2021; Bezirksmeisterschaften BAW SB (Südbaden) U11-U19 (Bezirksmeisterschaften);Meisterschaft;;DE;Konstanz +++ wegen Corona-Krise ABGESAGT +++;SB (Südbaden);Bezirksmeisterschaften;BAW;D1-Level;06.03.2021;;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.03.2021;14.03.2021;2. C-RLT MVP U11-U17;Rangliste;2;DE;+++ abgesagt +++;;;MVP;D1-Level;29.02.2021;https://www.turnier.de/sport/tournament?id=41D397C1-480A-4C2B-B360-4473F988B56A;;ja;;Einzel;Einzel;;Einzel;;;;
14.03.2021;14.03.2021;2. D-RLT BAY  U13-U19 (abgesagt);Rangliste;2;DE;Trostberg;;abgesagt;BAY;D1-Level;03.03.2021;https://www.turnier.de/sport/tournament?id=88DF0960-370B-4D19-989D-733E68B9E309;;ja;;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
14.03.2021;14.03.2021; Kreismeisterschaften SAH Magdeburg U11-U19 (Regionalmeisterschaft);Meisterschaft;;DE;39288 Burg;Magdeburg;Regionalmeisterschaft;SAH;E-Level;11.03.2021;https://www.turnier.de/sport/tournament?id=1781BD9E-05DF-4871-A22D-C022A47A7EC0;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.03.2021;15.03.2021;1. E-RLT NIS NBV-Kreis Wolfsburg U9-U19;Rangliste;1;DE;Wolfsburg-Fallersleben;NBV-Kreis Wolfsburg;;NIS;E-Level;01.03.2021;https://www.turnier.de/sport/tournament.aspx?id=FADA49BA-ED30-49CD-BBF3-7BB4BEE8FAD5;https://www.nbv-online.de/ausschreibung/200314-15-DBV-Jgd-ERTE-U9-U19-Wolfsburg.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
14.03.2021;15.03.2021;1. D-RLT BRE  U11-U19 (1. Victor BBV D-Einzelrangliste U11-U19 2021);Rangliste;1;DE;Bremen;;1. Victor BBV D-Einzelrangliste U11-U19 2021;BRE;D1-Level;05.03.2021;https://www.turnier.de/sport/tournament?id=689BA483-435F-4E04-95E4-2BF57CB5A978;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
14.03.2021;15.03.2021;1. C-RLT NIS U13-U19 (abgesagt);Rangliste;1;DE;Peine-Vöhrum;;abgesagt;NIS;C1-Level;29.02.2021;https://www.turnier.de/sport/tournament.aspx?id=84BBA3A3-2047-45FA-9C39-044CBD8F3D2E;https://www.nbv-online.de/ausschreibung/200314-15-DBV-Jgd-CRTD-U13-U19-Peine-Voehrum2.pdf;nein;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
14.03.2021;15.03.2021; E-RLT NIS  U11-U19 (VfL-Stenum-E-Ranglistenturnier, abgesagt);Rangliste;;DE;Ganderkesee;;VfL-Stenum-E-Ranglistenturnier, abgesagt;NIS;E-Level;05.03.2021;https://www.turnier.de/sport/tournament.aspx?id=FC32A2B8-10CA-4A6E-86DA-72E2A355961A;https://www.nbv-online.de/ausschreibung/200314-15-DBV-ERTE-U11-U19-Ganderkesee.pdf;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
14.03.2021;14.03.2021;1. D-RLT SAC RV Dresden U9-U17;Rangliste;1;DE;Aachener Straße 10, 01129 Dresden;RV Dresden;;SAC;D2-Level;07.03.2021;;;ja;Einzel;Einzel;;;Einzel;;;;
14.03.2021;15.03.2021;1. B-RLT West U13-U19;Rangliste;1;DE;PSV Gelsenkirchen;;;GRW;B-Level;03.03.2021;https://www.turnier.de/sport/tournament?id=AB8D32AF-142A-4728-9162-A13CF8319255;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_Gruppe_West_1._B-RLT_2021.pdf;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.03.2021;15.03.2021;1. C-RLT NRW U11;Rangliste;1;DE;PSV Gelsenkirchen;;;NRW;C1-Level;;https://www.turnier.de/sport/tournament?id=AB8D32AF-142A-4728-9162-A13CF8319255;;nein;;Einzel;;;;;;;
17.03.2021;22.03.2021;YONEX Swiss Open 2021 (Cancelled);Rangliste;;SUI;Basel;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.03.2021;22.03.2021;XXI Giraldilla 2021 (Cancelled);Rangliste;;CUB;La Habana;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
19.03.2021;22.03.2021;YONEX North Harbour International 2021 (Cancelled);Rangliste;;NZL;Auckland;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
21.03.2021;22.03.2021;3. C-RLT HES U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;3;DE;Dillenburg;;+++ wegen Corona-Krise ABGESAGT +++;HES;C1-Level;18.02.2021;;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
21.03.2021;21.03.2021;2. C-RLT SAC U13/U19;Rangliste;2;DE;Sporthalle Bruno-Bürger-Mittelschule Lutherstraße 20-22, 02943 Weißwasser;;;SAC;C2-Level;29.02.2021;https://www.turnier.de/sport/tournament?id=42B750DB-23C4-4D07-8061-8FA464F754D9;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;ja;;;Einzel/Doppel;;;Einzel/Doppel;;;
21.03.2021;21.03.2021; D-RLT SAH  U11 (Landesrangliste);Rangliste;;DE;06122 Halle/Saale;;Landesrangliste;SAH;E-Level;14.03.2021;https://www.turnier.de/sport/tournament?id=393300C5-932B-40A3-BDBA-E5B0D11D72D5;;ja;;Einzel;;;;;;;
21.03.2021;21.03.2021; D-RLT SAH  U19 (Landesrangliste);Rangliste;;DE;06122 Halle/Saale;;Landesrangliste;SAH;E-Level;14.03.2021;https://www.turnier.de/sport/tournament?id=393300C5-932B-40A3-BDBA-E5B0D11D72D5;;ja;;;;;;Einzel/Mixed;;;
21.03.2021;22.03.2021;1. C-RLT HAM U9-U19 (DBV-C-RLT Hamburg 2021);Rangliste;1;DE;Hamburg-Bergedorf;;DBV-C-RLT Hamburg 2021;HAM;C2-Level;07.03.2021;https://www.turnier.de/sport/tournament?id=C6059479-AEA4-4592-9D2F-A7EB37032AE3;https://www.hamburg-badminton.de/wp-content/uploads/2021/01/1.DBV-C-RLT-Hamburg-2021-U9-U19Ausschreibung-4.pdf;ja;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
21.03.2021;22.03.2021;2. D-RLT NIS NBV-Bezirk Hannover U9-U19 (abgesagt);Rangliste;2;DE;Nienburg;NBV-Bezirk Hannover;abgesagt;NIS;D1-Level;12.03.2021;https://www.turnier.de/sport/tournament.aspx?id=8965974A-BB71-4A9B-8196-16BEB0ABA257;https://www.nbv-online.de/ausschreibung/200321-22-DBV-Jgd-DRTE-U9-U19-Nienburg.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
21.03.2021;21.03.2021;2. D-RLT NIS NBV-Bezirk Weser-Ems U9-U15 (abgesagt);Rangliste;2;DE;Leer;NBV-Bezirk Weser-Ems;abgesagt;NIS;D1-Level;12.03.2021;https://www.turnier.de/sport/tournament.aspx?id=F39B6D3B-FE5E-42BD-AB94-FDF56F072024;https://www.nbv-online.de/ausschreibung/200321-DBV-Jgd-DRTE-U9-U15-Leer.pdf;nein;Einzel;Einzel;Einzel;Einzel;;;;;
21.03.2021;23.03.2021;2. D-RLT HES Bezirk Wiesbaden U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Eltville am Rhein;Bezirk Wiesbaden;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;13.03.2021;;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
